ï»¿ASC_Name;Provider_id;NPI;City;State;Zip_Code;Year;ASC_1_Measure_Rate;ASC_1_Footnote;ASC_2_Measure_Rate;ASC_2_Footnote;ASC_3_Measure_Rate;ASC_3_Footnote;ASC_4_Measure_Rate;ASC_4_Footnote;ASC_5_Measure_Rate;ASC_5_Footnote;ASC_1_5_Encounter_Start_Date;ASC_1_5_Encounter_End_Date;ASC_6_SSChecklist;ASC_6_Footnote;ASC_7_Volume;ASC_7_Respiratory;ASC_7_Eye;ASC_7_Genitourinary;ASC_7_Musculoskeletal;ASC_7_Gastrointestinal;ASC_7_Nervous_System;ASC_7_Skin;ASC_7_Footnote;ASC_6_7_Encounter_Start_Date;ASC_6_7_Encounter_End_Date;ASC_8_rate;ASC_8_Footnote;ASC_8_Encounter_Date;ASC_9_rate;ASC_9_Footnote;ASC_10_rate;ASC_10_Footnote;ASC_9_10_Encounter_Start_Date;ASC_9_10_Encounter_End_Date;ASC_11_rate;ASC_11_Footnote;ASC_11_Encounter_Start_Date;ASC_11_Encounter_End_Date;ASC_12_Total_Cases;ASC_12_Performance_Category;ASC_12_Interval_Lower_Limit;ASC_12_Interval_Upper_Limit;ASC_12_Footnote;ASC_12_Encounter_Start_Date;ASC_12_Encounter_End_Date;ASC_12_RSHV_Rate
Midwest Center for Day Surgery;14C0001018;1376605279;Downers Grove;IL;60515;2016;0.000;;0.000;;0.000;;1.111;;982.14;;01/01/16;12/31/2016;Yes;;3,415;19;1,305;0;99;1,905;50;37;;01/01/16;12/31/2016;86.42;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;Number of Cases Too Small;N/A;N/A;1;01/01/16;12/31/2016;N/A
Emerald Surgical Center;13C0001017;1376607309;Boise;ID;83704;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;100.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Northshore Surgical Center, LLC;19C0001104;1376616060;Covington;LA;70433;2016;5.128;;0.000;;0.000;;0.000;;951.02;;01/01/16;12/31/2016;Yes;;1,657;0;0;899;4;749;0;5;;01/01/16;12/31/2016;86.67;;2016/2017;0.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;34;No Different than the National Rate;9.0;17.4;;01/01/16;12/31/2016;12.7
Montgomery Surgical Center;01C0001000;1376634683;Montgomery;AL;36117;2016;0.000;;0.335;;0.000;;0.670;;950.05;;01/01/16;12/31/2016;Yes;;9,163;241;1,966;3;3,081;1,903;1,822;147;;01/01/16;12/31/2016;48.82;;2016/2017;44.33;;68.75;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;270;No Different than the National Rate;9.4;18.4;;01/01/16;12/31/2016;13.1
Ambulatory Surgery Center of Greater New York;33C0001009;1376641670;Bronx;NY;10469;2016;0.000;;0.000;;0.000;;0.000;;0.00;1;01/01/16;12/31/2016;Yes;;11,499;0;11,355;0;0;0;0;144;;01/01/16;12/31/2016;80.68;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Elm Pl Ambulatory Surgical Center;45C0001065;1376650911;Abilene;TX;79605;2016;0.000;1;0.000;1;0.000;1;0.000;1;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Westwood Eye Surgery and Laser Center;50C0001256;1376667436;Seattle;WA;98106;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;2,1;0;2,1;0;0;0;0;0;;01/01/16;12/31/2016;95.24;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Cascade Foot and Ankle Dba: Creekside Surgery Center;50C0001277;1376692129;Yakima;WA;98902;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;1;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Ardmore Regional Surgery Center;37C0001050;1376709907;Ardmore;OK;73401;2016;0.000;;0.000;;0.000;;0.000;;982.76;;01/01/16;12/31/2016;Yes;;370;0;5;11;304;11;39;0;;01/01/16;12/31/2016;74.55;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
CPM Surgery Center, LLC;11C0001317;1376716316;Austell;GA;30106;2016;0.000;;0.000;;0.000;;0.000;;981.13;;01/01/16;12/31/2016;Yes;;8,74;0;0;0;0;0;8,74;0;;01/01/16;12/31/2016;87.50;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Proliance Surgeons, Inc. P.S.;50C0001231;1376727214;Burien;WA;98166;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;573;202;0;0;279;4;56;32;;01/01/16;12/31/2016;100.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Endoscopy Associates of Valley Forge;39C0001259;1376729715;Limerick;PA;19468;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;1;01/01/16;12/31/2016;Yes;;4,559;0;0;0;0;4,559;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;97.01;;97.87;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;417;No Different than the National Rate;10.2;19.5;;01/01/16;12/31/2016;13.9
Florida Specialty Surgery Center;10C0001511;1376748228;St. Petersburg;FL;33709;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;1;01/01/16;12/31/2016;Yes;;0;0;0;0;0;0;0;0;;01/01/16;12/31/2016;N/A;1;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Digestive Diseases Diagnostics and Treatment Center;33C0001107;1376774208;Brooklyn;NY;11204;2016;0.000;;0.666;;0.666;;1.332;;0.00;1;01/01/16;12/31/2016;Yes;;15,756;0;0;0;0;15,756;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;34.32;;29.35;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;549;No Different than the National Rate;8.6;16.1;;01/01/16;12/31/2016;11.7
Surgicare of Miramar;10C0001545;1376779561;Miramar;FL;33027;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;43.86;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;118;No Different than the National Rate;8.7;17.3;;01/01/16;12/31/2016;12.2
Community Surgery CTR Hamilton;15C0001094;1376780916;Noblesville;IN;46060;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;2,526;356;430;99;829;428;369;15;;01/01/16;12/31/2016;93.82;;2016/2017;77.14;;96.55;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;Number of Cases Too Small;N/A;N/A;1;01/01/16;12/31/2016;N/A
Pioneer Ambulatory Surgery Center;34C0001173;1376789248;Burlington;NC;27215;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;594;0;0;0;0;594;0;0;;01/01/16;12/31/2016;78.26;;2016/2017;93.88;;84.27;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;Number of Cases Too Small;N/A;N/A;1;01/01/16;12/31/2016;N/A
North Houston Endoscopy and Surgery CTR;45C0001298;1376790691;Houston;TX;77090;2016;2.286;;0.000;;0.000;;0.000;;0.00;1;01/01/16;12/31/2016;Yes;;4,668;0;0;0;0;4,668;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;353;No Different than the National Rate;9.6;18.5;;01/01/16;12/31/2016;13.4
Beaumont Surgery CTR;05C0001897;1376794172;Beaumont;CA;92223;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;3,303;0;1,527;26;190;1,261;212;87;;01/01/16;12/31/2016;86.76;;2016/2017;86.25;;82.50;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;63;No Different than the National Rate;8.4;17.5;;01/01/16;12/31/2016;12.2
Renue Surgery Center Brunswick;11C0001327;1376797332;Brunswick;GA;31520;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;4,8;0;170;0;753;0;0;3,877;;01/01/16;12/31/2016;62.96;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Hughston Surgical Center;11C0001383;1376835017;Columbus;GA;31909;2016;0.000;;0.000;;0.000;;0.000;;993.99;;01/01/16;12/31/2016;Yes;;2,705;0;0;0;2,189;0;461;55;;01/01/16;12/31/2016;88.46;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Pain Management Professionals of Baytown, PLLC;45C0001537;1376852855;Baytown;TX;77521;2016;1.748;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;1,164;0;0;0;1,164;0;0;0;;01/01/16;12/31/2016;N/A;1;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Advanced Urology Surgery Center, LLC;11C0001404;1376884585;Snellville;GA;30078;2016;0.000;;0.000;;0.000;;3.009;;1,000.00;;01/01/16;12/31/2016;Yes;;332;0;0;332;0;0;0;0;;01/01/16;12/31/2016;73.08;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Reeves Eye Surgery Center;44C0001185;1376886887;Johnson City;TN;37604;2016;0.000;;0.000;;0.000;;0.000;;0.00;1;01/01/16;12/31/2016;Yes;;1,867;0;1,384;0;0;0;483;0;;01/01/16;12/31/2016;85.71;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Carolina Digestive Care;34C0001189;1376901900;Morganton;NC;28655;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;Yes;;3,377;0;0;0;0;3,377;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Rochester Imperial Surgical Center LLC;05C0002085;1386064624;Wildomar;CA;92595;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Marion Surgery Center;10C0001586;1386086411;Ocala;FL;34471;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;569;0;0;0;300;10;257;2;;01/01/16;12/31/2016;48.89;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Three Rivers Endoscopy Center;39C0001061;1386602332;Moon Township;PA;15108;2016;1.368;23;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;9,061;0;0;0;0;9,061;0;0;;01/01/16;12/31/2016;60.34;;2016/2017;80.78;;85.88;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;421;No Different than the National Rate;8.2;15.9;;01/01/16;12/31/2016;11.5
Eye Care Surgery Center, Inc;19C0001010;1386603173;Baton Rouge;LA;70816;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;2,997;0;2,997;0;0;0;0;0;;01/01/16;12/31/2016;57.14;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Mattax Neu Prater Surgery CTR;26C0001029;1386604908;Springfield;MO;65804;2016;1.470;23;0.000;;0.000;;0.000;;0.00;1;01/01/16;12/31/2016;Yes;;5,543;0;5,543;0;0;0;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
South Austin Surgery Center, LTD;45C0001284;1386609964;Austin;TX;78745;2016;0.000;;0.000;;0.000;;0.000;;997.55;;01/01/16;12/31/2016;Yes;;3,13;404;1,014;301;223;1,011;7;170;;01/01/16;12/31/2016;37.41;;2016/2017;85.42;;85.42;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;161;No Different than the National Rate;8.8;17.6;;01/01/16;12/31/2016;12.5
Carroll County Digestive Disease Center;21C0001245;1386614832;Westminster;MD;21157;2016;0.000;;0.000;;0.000;;1.656;;N/A;5;01/01/16;12/31/2016;Yes;;5,14;0;0;0;0;5,14;0;0;;01/01/16;12/31/2016;77.78;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;984;No Different than the National Rate;8.3;15.0;;01/01/16;12/31/2016;11.2
Fremont Endoscopy Center;50C0001226;1386615912;Seattle;WA;98103;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;2,459;0;0;0;0;2,459;0;0;;01/01/16;12/31/2016;91.43;;2016/2017;95.03;;87.54;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;222;No Different than the National Rate;9.1;18.4;;01/01/16;12/31/2016;12.8
Consultants IN Gastroenterology - The Endoscopy Center;26C0001041;1386616050;Kansas City;MO;64118;2016;0.000;;2.033;;0.000;;1.016;;1,000.00;1;01/01/16;12/31/2016;Yes;;2,683;0;0;0;0;2,683;0;0;;01/01/16;12/31/2016;83.33;;2016/2017;95.90;;83.44;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;577;No Different than the National Rate;9.3;17.8;;01/01/16;12/31/2016;12.7
Lewes De Endoscopy ASC, LLC;08C0001011;1386618783;Lewes;DE;19958;2016;0.000;;0.000;;0.000;;2.859;;N/A;5;01/01/16;12/31/2016;Yes;;1,917;0;0;0;0;1,917;0;0;;01/01/16;12/31/2016;89.47;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;868;No Different than the National Rate;9.9;18.0;;01/01/16;12/31/2016;13.5
Hutchinson Clinic Endoscopy CTR;17C0001030;1386619682;Hutchinson;KS;67502;2016;0.000;;0.803;;0.000;;0.000;;333.33;1;01/01/16;12/31/2016;Yes;;3,06;0;0;0;0;3,06;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;60.24;;97.08;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;606;No Different than the National Rate;8.3;15.5;;01/01/16;12/31/2016;11.4
Orlando Florida Endoscopy ASC LLC;10C0001094;1386619708;Ocoee;FL;34761;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;2,631;0;0;0;0;2,631;0;0;;01/01/16;12/31/2016;90.00;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;286;No Different than the National Rate;9.0;17.8;;01/01/16;12/31/2016;12.7
Quality Care Clinic & Surgicenter;16C0001012;1386624815;Clinton;IA;52732;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;Number of Cases Too Small;N/A;N/A;1;01/01/16;12/31/2016;N/A
Lhz LTD dba Saint Clare Surgery Center;36C0001082;1386632610;Stow;OH;44224;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;4,892;0;4,814;0;0;0;0;78;;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Novamed Eye Surgery Center of Maryville, LLC;14C0001057;1386641066;Maryville;IL;62062;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;2,96;0;2,96;0;0;0;0;0;;01/01/16;12/31/2016;84.62;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Tuspm Ambulatory Surgical Center;39C0001170;1386646891;Philadelphia;PA;19107;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;100.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Physicians Day Surgery Center;10C0001297;1386647402;Naples;FL;34108;2016;0.000;;0.000;;0.000;;0.000;;987.35;;01/01/16;12/31/2016;Yes;;3,085;136;283;0;1,473;128;1,054;11;;01/01/16;12/31/2016;67.61;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Orthopedic Surgery Center of Orange County;05C0001445;1386647527;Newport Beach;CA;92260;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;4,444;0;0;0;3,538;0;857;49;;01/01/16;12/31/2016;87.61;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
North Bend Medical Center;38C0001006;1386650778;Coos Bay;OR;97420;2016;0.000;;0.493;;0.000;;1.478;;981.13;;01/01/16;12/31/2016;Yes;;4,734;213;12;735;511;3,003;72;188;;01/01/16;12/31/2016;77.19;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;524;No Different than the National Rate;9.1;17.5;;01/01/16;12/31/2016;12.5
Macon Outpatient Surgery, LLC;11C0001148;1386652667;Macon;GA;31210;2016;1.342;;0.000;;0.000;;0.000;;995.69;;01/01/16;12/31/2016;Yes;;9,227;0;0;0;2,799;0;6,392;36;;01/01/16;12/31/2016;76.07;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Beraja Healthcare Corp;10C0001253;1386654630;Coral Gables;FL;33134;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;3,023;0;2,674;0;0;0;0;349;;01/01/16;12/31/2016;13.04;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Theda Oaks Endoscopy and Surgery Center;45C0001351;1386657047;San Antonio;TX;78258;2016;0.000;;0.000;;0.000;;0.000;;0.00;1;01/01/16;12/31/2016;Yes;;8,185;0;0;0;0;5,731;2,454;0;;01/01/16;12/31/2016;98.00;;2016/2017;63.49;;31.63;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;533;No Different than the National Rate;9.9;18.6;;01/01/16;12/31/2016;13.5
Efthemios Raptitis M.D. P.C.;23C0001002;1386671824;Rochester;MI;48307;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;948;0;948;0;0;0;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Aspirus Stevens Point Surgery Center;52C0001066;1386677060;Stevens Point;WI;54481;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;1;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;38;No Different than the National Rate;8.7;17.7;;01/01/16;12/31/2016;12.3
Inland Eye Specialists;05C0001076;1386677326;Hemet;CA;92545;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;1,064;0;1,064;0;0;0;0;0;;01/01/16;12/31/2016;58.33;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;100.00;;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Suncoast Specialty Surgery CTR;10C0001475;1386681161;New Port Richey;FL;34652;2016;0.000;23;0.000;23;0.000;23;0.000;23;979.17;;01/01/16;12/31/2016;Yes;;1,338;0;1,191;0;134;0;9;4;;01/01/16;12/31/2016;31.25;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;100.00;;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
North Georgia Foot & Ankle Surgery Center;11C0001282;1386692846;Ringgold;GA;30736;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
The Endoscopy Center of Lake County;36C0001216;1386696458;Mentor;OH;44060;2016;0.000;;0.000;;0.000;;3.009;;1,000.00;1;01/01/16;12/31/2016;Yes;;96;0;0;0;0;96;0;0;;01/01/16;12/31/2016;82.54;;2016/2017;81.25;;47.92;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;471;No Different than the National Rate;10.5;19.3;;01/01/16;12/31/2016;14.2
Dartmough-Hitchcock Clinic;30C0001031;1386697803;Lebanon;NH;3756;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;Yes;;2,596;0;0;0;0;2,596;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;90.21;;96.87;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Dartmouth Hitchcock Ambulatory Surgery Center;30C0001014;1386697803;Manchester;NH;3104;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;Yes;;2,596;0;0;0;0;2,596;0;0;;01/01/16;12/31/2016;96.55;;2016/2017;90.21;;96.87;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Montgomery Eye Center;10C0001048;1386710937;Naples;FL;34103;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;1,759;0;1,759;0;0;0;0;0;;01/01/16;12/31/2016;60.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Starpoint Health Inc.;05C0001173;1386713501;Victorville;CA;92392;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;27.78;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Allied Physicians Surgery Center, LLC;15C0001090;1386721249;South Bend;IN;46635;2016;0.948;;0.316;;0.000;;0.000;;997.00;;01/01/16;12/31/2016;Yes;;6,067;310;2,527;122;2,189;97;687;135;;01/01/16;12/31/2016;83.81;;2016/2017;93.55;;75.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;33;No Different than the National Rate;8.9;18.4;;01/01/16;12/31/2016;12.8
Arkansas Outpatient Eye Surgery LLC;04C0001068;1386737021;Fayetteville;AR;72703;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;3,07;0;2,351;0;719;0;0;0;;01/01/16;12/31/2016;88.57;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Georgia Lithotripsy and Laser Center;11C0001026;1386739498;Athens;GA;30607;2016;0.000;;0.000;;0.000;;0.000;;0.00;1;01/01/16;12/31/2016;Yes;;837;0;0;833;0;0;0;4;;01/01/16;12/31/2016;N/A;1;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Coast Surgery Center;05C0001414;1386748440;San Diego;CA;92123;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;1,731;0;0;0;1,37;0;361;0;;01/01/16;12/31/2016;93.02;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Quail Surgical and Pain Management Center;29C0001040;1386749943;Reno;NV;89509;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;4,926;44;34;3;847;17;3,332;649;;01/01/16;12/31/2016;71.12;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
